card_id,related_ids_raw,related,name,cost,xp,effect,highlight_effect,set,card_location,image_url,highlight_color,primary_types,keywords,subtypes,symbols
PDB-082,,{},Pinsir,6,2,"+3 Energy
Destroy a card in your hand.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Pinsir.webp,,Pokemon,,,__none__
PDB-083,,{},Poison,,-1,,,[PDB],Poison/Status Condition Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Poison.webp,,,,,__none__
PDB-084,,{},Pokeball,2,1,The next Pokemon you buy or gain this turn costs two less.,,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Pokeball.webp,,Item,,,__none__
PDB-085,"PDB-086, PDB-087","{""PDB-086"",""PDB-087""}",Poliwag,4,1,"+1 Energy
Attack: Each opponent discards a card.
Evolve 4: Put this under your Trainer. Gain Poliwhirl from the Evolution Stack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Poliwag.webp,,Pokemon,Attack|Evolve,,__none__
PDB-086,"PDB-085, PDB-087","{""PDB-085"",""PDB-087""}",Poliwhirl,5,1,"+2 Energy
Attack: Each opponent draws two cards, then discards three random cards.
Evolve 6: Put this under your Trainer. Gain Poliwrath from the Evolution Stack.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Poliwhirl.webp,,Pokemon,Attack|Evolve,Evolved Pokemon,__none__
PDB-087,"PDB-085, PDB-086","{""PDB-085"",""PDB-086""}",Poliwrath,7,2,"+3 Energy
Attack: Each opponent chooses one: You draw a card or they discard a random card.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Poliwrath.webp,,Pokemon,Attack,Evolved Pokemon,__none__
PDB-088,PDB-094,"{""PDB-094""}",Ponyta,2,1,"Draw a card.
Evolve 5: Put this under your Trainer. Gain Rapidash from the Evolution Stack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Ponyta.webp,,Pokemon,Evolve,,__none__
PDB-089,,{},Porygon,5,1,"+2 Energy
Put a TM / HM from your discard pile into your hand.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Porygon.webp,,Pokemon,,,__none__
PDB-090,,{},Potion,3,1,+2 Energy,,[PDB],Potion Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Potion.webp,,Item,,,__none__
PDB-091,PDB-083,"{""PDB-083""}",Prepare For Trouble!,,,Encounter Attack: Gain a Poison,"This can't be bought or gained. At the end of the turn, destroy this.",[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Prepare%20For%20Trouble.webp,yellow,Encounter,Encounter Attack,,Team Rocket
PDB-092,PDB-093,"{""PDB-093""}",Professor Oak,,,You start the game with Professor Oak's Pokedex in your deck.,,[PDB],Setup,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Professor%20Oak.webp,,Trainer,,,__none__
PDB-093,PDB-092,"{""PDB-092""}",Professor Oak's Pokedex,1,0,"Choose one of the following:
 • Gain +2 Energy.
 • Put the next Pokemon you buy or gain this turn on top of your deck.",,[PDB],Setup,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Professor%20Oak's%20Pokedex.webp,,Starter|Item,,,__none__
PDB-094,PDB-088,"{""PDB-088""}",Rapidash,5,1,"Draw two cards.
Defense: You may discard this to avoid an Attack. If you do, draw two cards.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Rapidash.webp,,Pokemon,Defense,Evolved Pokemon,__none__
PDB-095,,{},Revive,5,1,Put a Pokemon with cost 7 or less from your discard pile into your hand.,,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Revive.webp,,Item,,,__none__
PDB-096,PDB-097,"{""PDB-097""}",Rhydon,5,1,"+2 Energy
Defense: You may discard this to avoid an Attack. If you do, draw two cards.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Rhydon.webp,,Pokemon,Defense,Evolved Pokemon,__none__
PDB-097,PDB-096,"{""PDB-096""}",Rhyhorn,3,1,"+1 Energy
Defense: You may discard this to avoid an Attack. If you do, draw a card.
Evolve 4: Put this under your Trainer. Gain Rhydon from the Evolution Stack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Rhyhorn.webp,,Pokemon,Defense|Evolve,,__none__
PDB-098,,{},Scyther,6,2,"+3 Energy
Look at the top two cards of your deck. You may destroy one, then put the rest on top of your deck in any order.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Scyther.webp,,Pokemon,,,__none__
PDB-099,PDB-100,"{""PDB-100""}",Slowbro,5,1,"Put this in front of your Trainer. At the start of your turn, discard this from play and gain +3 Energy.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Slowbro.webp,,Pokemon,,Evolved Pokemon,__none__
PDB-100,PDB-099,"{""PDB-099""}",Slowpoke,2,1,"Put this in front of your Trainer. At the start of your turn, discard this from play and gain +1 Energy.
Evolve 3: Put this under your Trainer. Gain Slowbro from the Evolution Stack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Slowpoke.webp,,Pokemon,Evolve,,__none__
PDB-101,,{},Snorlax,6,2,"+2 Energy
Defense: You may reveal this to avoid an Attack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Snorlax.webp,,Pokemon,Defense,,__none__
PDB-102,"PDB-121, PDB-018","{""PDB-121"",""PDB-018""}",Squirtle,3,1,"+1 Energy
Evolve 4: Put this under your Trainer. Gain Wartortle from the Evolution Stack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Squirtle.webp,,Pokemon,Evolve,,__none__
PDB-103,,{},Surrender Now Or Prepare To Fight!,,,"Encounter Attack: Reveal your hand, then discard the highest cost card in your hand.","This can't be bought or gained. At the end of the turn, destroy this.",[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Surrender%20Now%20or%20Prepare%20to%20Fight.webp,,Encounter,Encounter Attack,,Team Rocket
PDB-104,,{},Tackle,,,+1 Energy,,[PDB],Setup,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Tackle.webp,,Starter,,,__none__
PDB-105,PDB-083,"{""PDB-083""}",Tangela,4,1,"+2 Energy and choose an opponent.
Attack: That opponent gains a Poison",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Tangela.webp,,Pokemon,Attack,,__none__
PDB-106,,{},Tauros,6,2,"+3 Energy
Each opponent discards a card.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Tauros.webp,,Pokemon,,,__none__
PDB-107,,{},TM01 Mega Punch,6,2,+4 Energy,,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM01%20Mega%20Punch.webp,,TM / HM,,,__none__
PDB-108,PDB-083,"{""PDB-083""}",TM06 Toxic,4,1,"+1 Energy
Attack: Each opponent gains a Poison.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM06%20Toxic.webp,,TM / HM,Attack,,__none__
PDB-109,,{},TM11 Bubblebeam,4,1,"+2 Energy and choose an opponent.
Attack: That opponent discards a card.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM11%20Bubblebeam.webp,,TM / HM,Attack,,__none__
PDB-110,,{},TM18 Counter,4,1,"Defense: You may discard this to avoid an Attack. If you do, draw a card, then if it was an Attack from an opponent, copy the effect of the Attack targeting only that opponent (they may use a Defense to avoid this effect).",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM18%20Counter.webp,,TM / HM,Defense,,__none__
PDB-111,,{},TM21 Mega Drain,4,1,"+1 Energy and choose an opponent.
Attack: That opponent discards a card. If they do, draw a card.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM21%20Mega%20Drain.webp,,TM / HM,Attack,,__none__
PDB-112,,{},TM24 Thunderbolt,5,1,"+2 Energy and choose an opponent.
Attack: Put up to two cards from that opponent's discard pile on top of their deck.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM24%20Thunderbolt.webp,,TM / HM,Attack,,__none__
