card_id,related_ids_raw,related,image_url,name,cost,xp,effect,highlight_effect,highlight_color,card_location,primary_types,keywords,subtypes,symbols,set,image_variants,rules,wcs_tier
WCS-047,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Goh.webp,Goh,,,"You go first. When you buy or gain a card from the Route, you may add the top card of the Main Deck to the Route.",,,Setup,Trainer,,,__none__,[WCS],,,2
WCS-048,WCS-003,"{""WCS-003""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Gold%20Potion.webp,Gold Potion,6,1,"+4 Energy
Destroy a Poison or a Status Condition you control in play or in your discard pile.",This can't be played if you control an ACE SPEC. This can't be copied.,red,Main Deck,Item,,ACE SPEC,__none__,[WCS],,,
WCS-049,WCS-004,"{""WCS-004""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Great%20Ball.webp,Great Ball,3,0,"If this is the first card you have played this turn, discard your hand, gain a Pokemon with cost 5 or less that is in the Route, then put this under your Trainer.",,,Setup,Starter|Item,,,__none__,[WCS],,,
WCS-050,WCS-084,"{""WCS-084""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Groudon.webp,Groudon,7,2,"+4 Energy
Each opponent can't draw cards during their next turn.",,,Main Deck,Pokemon,,Legendary,__none__,[WCS],,,
WCS-051,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Hala.webp,Hala,,,You start the game with Z-Power Ring in play.,,,Setup,Trainer,,,__none__,[WCS],,,2
WCS-052,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Indigo%20Plateau%20Conference.webp,Indigo Plateau Conference,8,5,,"When you gain this, put this under your Trainer.",blue,Challenge Stack,Challenge,,,__none__,[WCS],,,
WCS-053,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Karena.webp,Karena,,,You start the game with Pokemon Day Care in play.,,,Setup,Trainer,,,__none__,[WCS],,,3
WCS-054,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Kyurem.webp,Kyurem,7,2,"+2 Energy and choose an opponent.
That opponent can't draw cards during their next turn.
You may put this and either Reshiram or Zekrom from your discard pile or in play under your Trainer. If you do, gain White Kyurem or Black Kyurem from the Evolution Stack, respectively.",,,Main Deck,Pokemon,,Legendary,__none__,[WCS],,,
WCS-055,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Lanette.webp,Lanette,,,"Each time you would shuffle your discard pile into your deck, you may leave one of those cards in your discard pile.",,,Setup,Trainer,,,__none__,[WCS],,,5
WCS-056,WCS-057,"{""WCS-057""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Latias.webp,Latias,6,2,"+4 Energy
Gain Latios from the Route.",,,Main Deck,Pokemon,,Legendary,Mega Symbol,[WCS],,,
WCS-057,WCS-056,"{""WCS-056""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Latios.webp,Latios,6,2,"+4 Energy
Gain Latias from the Route.",,,Main Deck,Pokemon,,Legendary,Mega Symbol,[WCS],,,
WCS-058,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Lawrence%20III.webp,Lawrence III,,,"During each of your turns, Legendary Pokemon and Mythical Pokemon cost one less to buy or gain. At the end of the game, gain 1 XP for each Legendary and each Mythical Pokemon you have.",,,Setup,Trainer,,,__none__,[WCS],,,5
WCS-059,WCS-003,"{""WCS-003""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Life%20Dew.webp,Life Dew,6,1,"Put this on top of your Trainer. While this is on top of your Trainer, when a Pokemon is discarded from your hand, you may discard this. If you do, put that Pokemon into your hand.",This can't be played if you control an ACE SPEC. This can't be copied.,red,Main Deck,Item,,ACE SPEC,__none__,[WCS],,,
WCS-060,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Lily%20of%20the%20Valley%20Conference.webp,Lily of the Valley Conference,8,5,,"When you gain this, put this under your Trainer.",blue,Challenge Stack,Challenge,,,__none__,[WCS],,,
WCS-061,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Lumiose%20Conference.webp,Lumiose Conference,8,5,,"When you gain this, put this under your Trainer.",blue,Challenge Stack,Challenge,,,__none__,[WCS],,,
WCS-062,WCS-063,"{""WCS-063""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Magmar.webp,Magmar,5,1,"+2 Energy
Discard the top card of your deck. You may destroy it.
Evolve 7: Put this under your Trainer. Gain Magmortar from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[WCS],,,
WCS-063,WCS-062,"{""WCS-062""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Magmortar.webp,Magmortar,7,2,"+3 Energy
Discard the top three cards of your deck. You may destroy a card discarded this way.",,,Evolution Stack,Pokemon,,Evolved,__none__,[WCS],,,
WCS-064,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Manalo%20Conference.webp,Manalo Conference,8,5,,"When you gain this, put this under your Trainer.",blue,Challenge Stack,Challenge,,,__none__,[WCS],,,
WCS-065,WCS-003,"{""WCS-003""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Master%20Ball.webp,Master Ball,6,1,"Search your deck for a Pokemon and put it into your hand, then shuffle your deck.",This can't be played if you control an ACE SPEC. This can't be copied.,red,Main Deck,Item,,ACE SPEC,__none__,[WCS],,,
WCS-066,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Mega%20Charizard%20Y.webp,Mega Charizard Y,11,3,"+4 Energy
Discard your deck and ignore the effects of all cards discarded this way. You may destroy a card in your discard pile.",This can't be played if you control a Mega Evolved Pokemon.,red,Extra Stack,Pokemon,,Mega,__none__,[WCS],,,
WCS-067,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Mega%20Diancie.webp,Mega Diancie,8,3,"+3 Energy
You may shuffle any number of Defense cards from your discard pile into your deck.",This can't be played if you control a Mega Evolved Pokemon.,red,Extra Stack,Pokemon,,Mythical|Mega,__none__,[WCS],,,
WCS-068,WCS-101,"{""WCS-101""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Mega%20Stone.webp,Mega Stone,,,"When you play a Pokemon with the Mega Evolve symbol, you may destroy this and put that Pokemon under your Trainer. If you do, gain the corresponding Mega Evolved Pokemon from the Evolution Stack.","This stays in play in front of your Trainer.
This is not affected by any effects that do not mention it specifically.",,Setup,,,,__none__,[WCS],,,
WCS-069,"WCS-089, WCS-069","{""WCS-089"",""WCS-069""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Melmetal.webp,Melmetal,8,3,"+5 Energy
Attack: Each opponent discards two cards, then discards the top two cards of their deck. Each player ignores the effects of any cards discarded this way until the end of your turn.",,,Evolution Stack,Pokemon,Attack,Mythical|Evolved,__none__,[WCS],,,
WCS-070,"WCS-070, WCS-069","{""WCS-070"",""WCS-069""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Meltan.webp,Meltan,3,0,"+2 Energy
You may put an Item from your discard pile under your Trainer. If you do, gain +1 Energy.
If you have five or more Items under your Trainer, put this under your Trainer and gain Melmetal from the Evolution Stack.",,,Setup,Starter|Pokemon,,Mythical,__none__,[WCS],,,
WCS-071,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Meowth.webp,Meowth,,,The first Pokemon you buy or gain each turn costs one less.,,,Setup,Trainer,,,__none__,[WCS],,,5
WCS-072,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Mew.webp,Mew,8,3,"+3 Energy
Shuffle your hand into your deck, then draw one card more than the number of cards shuffled into your deck this way.
Z-Move: Look at the top four cards of your deck. You may discard any number of them, then put the rest on top of yoru deck in any order.",,,Mythical Pokemon Stack,Pokemon,Z-Move,Mythical,__none__,[WCS],,,
WCS-073,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Molayne.webp,Molayne,,,You may put any cards with cost 5 or less that you buy or gain from the Route on the bottom of your deck.,,,Setup,Trainer,,,__none__,[WCS],,,4
WCS-074,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Molayne.webp,Move Tutor,,,"Once during each of your turns, you may swap a TM / HM or Move from your hand or discard pile for a TM / HM or Move in the Route.",,,Setup,Trainer,,,__none__,[WCS],,,2
WCS-075,WCS-107,"{""WCS-107""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Pelipper.webp,Pelipper,6,2,"+2 Energy
You may destroy a card under your Trainer. If you do, gain +Energy equal to twice the XP of that card.",,,Evolution Stack,Pokemon,,Evolved,__none__,[WCS],,,
WCS-076,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Phyco.webp,Phyco,,,"At the start of each of your turns, you may destroy a card with cost 1 or more in your hand or discard pile. If you do, gain +2 Energy and draw a card.",,,Setup,Trainer,,,__none__,[WCS],,,7
WCS-077,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Poacher%20Amer.webp,Poacher Amer,,,"At the start of each of your turns, you may destroy a Pokemon under this. If you do, gain +2 Energy.",,,Setup,Trainer,,,__none__,[WCS],,,5
WCS-078,WCS-004,"{""WCS-004""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Poke%20Ball.webp,Poke Ball,1,0,"Gain a Pokemon with cost 3 or less that is in the Route, then put this under your Trainer.",,,Setup,Starter|Item,,,__none__,[WCS],,,
WCS-079,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Poke%20Radar.webp,Poke Radar,4,1,"Ongoing: Once during each of your turns, you may reveal the top three cards of the Main Deck. Add each Pokemon revealed this way to the Route, then put the rest of the cards revealed this way on the bottom of the Main Deck.",,,Main Deck,Item,,,__none__,[WCS],,,
WCS-080,WCS-029,"{""WCS-029""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Pokemon%20Tower.webp,Pokemon Tower,1,0,"Draw a card.
Ongoing: Opponents can't activate abilities of cards in their discard pile. If an opponent's card or Trainer effect would put a card from their discard pile into their hand or deck, that card stays in their discard pile instead.",,,Setup,Item,Ongoing,,__none__,[WCS],,,
WCS-081,"WCS-082, WCS-083","{""WCS-082"",""WCS-083""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Porygon-Z.webp,Porygon-Z,8,3,"+3 Energy
Put a TM / HM, Move, or Item from your discard pile into your hand.",,,Evolution Stack,Pokemon,,Evolved,__none__,[WCS],,,
WCS-082,"WCS-083, WCS-081","{""WCS-083"",""WCS-081""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Porygon.webp,Porygon,4,1,"+1 Energy
Put a TM / HM from your discard pile into your hand.
Evolve 5: Put this under your Trainer. Gain Porygon2 from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[WCS],,,
WCS-083,"WCS-082, WCS-081","{""WCS-082"",""WCS-081""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Porygon2.webp,Porygon2,6,2,"+2 Energy
Put a TM / HM or Move from your discard pile into your hand.
Evolve 7: Put this under your Trainer. Gain Porygon-Z from the Evolution Stack.",,,Evolution Stack,Pokemon,Evolve,Evolved,__none__,[WCS],,,
WCS-084,WCS-050,"{""WCS-050""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Primal%20Reversion.webp,Primal Reversion,4,0,"While this is on top of your Trainer, you may put a Groudon or Kyogre you control in play under your Trainer. If you do, gain the corresponding Primal Pokemon from the Evolution Stack.","When you gain this, put this on top of your Trainer.",blue,Main Deck,Move,,,__none__,[WCS],,,
WCS-085,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Professor%20Burnet.webp,Professor Burnet,,,The first Ultra Beast Pokemon you buy or gain this game costs three less.,,,Setup,Trainer,,,__none__,[WCS],,,2
WCS-086,WCS-015,"{""WCS-015""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Professor%20Hastings.webp,Professor Hastings,,,You start the game with Capture Styler in your deck.,,,Setup,Trainer,,,__none__,[WCS],,,5
WCS-087,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Professor%20Magnolia.webp,Professor Magnolia,,,"Once during each of your turns, you may discard a Pokemon with the MAX Symbol. If you do, draw three cards.",,,Setup,Trainer,,,__none__,[WCS],,,2
